Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0032359","J","Špidlen, Josef - Hanzlíček, Petr - Říha, Antonín - Zvárová, Jana","Špidlen, Josef - Hanzlíček, Petr - Říha, Antonín - Zvárová, Jana","4","4","4","","Špidlen, Josef; Hanzlíček, Petr; Říha, Antonín; Zvárová, Jana. Flexible Information Storage in MUDR(II) EHR. International Journal of Medical Informatics 2006, roč. 75, č. 3-4, s. 201-208. ISSN 1386-5056.","International Journal of Medical Informatics. 2006, roč. 75, č. 3-4, s. 201-208","","1386-5056","IE","eng","8","1.726","1ET200300413:GA AV ČR","","CEZ:AV0Z10300504","Flexible Information Storage in MUDR(II) EHR","Flexibilní ukládání dat v EHR MUDR(II)","electronic health record - healthcare - software architecture - graph theory","Resulting from applied research, a mathematical meta-description of a flexible information storage model is proposed to store and structure concepts of electronic health records. Two main structures named knowledge base and data files are described using the theory of graphs. Furthermore, logical formulae express validity conditions. This model presents an open universal methodology, which is applicable as kernel solution of hospital information systems.","","Na základě výsledků aplikovaného výzkumu je zde prezentován matematický popis modelu flexibilního způsobu ukládání a strukturalizace konceptů elektronického zdravotního záznamu. Dvě hlavní struktury pojmenované znalostní báze a datové složky jsou popsány pomocí prostředků teorie grafů. Logické formule zachycují podmínky platnosti. Model představuje otevřenou univerzální metodologii, která je aplikovatelná jako základní řešení jádra nemocničních informačních systémů.","IN","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","5","10.1016/j.ijmedinf.2005.07.044","wos:000236360500004","","http://hdl.handle.net/11104/0132895","","","","","","","","","","","",""
"0032358","J","Zvárová, Jana - Vajda, Igor","Zvárová, Jana - Vajda, Igor","2","2","2","","Zvárová, Jana; Vajda, Igor. On Genetic Information, Diversity and Distance. Methods of Information in Medicine 2006, roč. 45, č. 2, s. 173-179. ISSN 0026-1270.","Methods of Information in Medicine. 2006, roč. 45, č. 2, s. 173-179","","0026-1270","DE","eng","7","1.684","LN00B107:GA MŠk","","","On Genetic Information, Diversity and Distance","O genetické informaci, diverzitě a vzdálenosti","genetic distance - genetic information - genetic diversity","General information-theoretic concepts such as the f-divergence, f-information and f-entropy are applied to the genetic models where genes are characterized by randomly distributed alleles.","","Obecné informačně teoretické přístupy pomocí f-divergencí, f-informací a f-entropií jsou aplikovány na genetické modely, kdy geny jsou charakterizovány náhodně distribuovanými alelami","BD","spoluprace_08","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","","","wos:000236051700008","","http://hdl.handle.net/11104/0132894","","","","","","","","","","","",""
"0032263","C","Porubský, Štefan","Porubský, Štefan","1","1","1","","Porubský, Štefan. Notes on Densities of Sets of Generalized Integers. In Schwarz, W.; Steuding, J. (ed.). Elementare und Analytische Zahlentheorie Stuttgart: Franz Steiner Verlag, 2006, s. 255-266. ISBN 3-515-08757-5. [ELAZ, Mainz, 24.05.2004-27.05.2004, DE].","In Schwarz, W.; Steuding, J. (ed.). Elementare und Analytische Zahlentheorie. Stuttgart: Franz Steiner Verlag, 2006, s. 255-266","","3-515-08757-5","DE","eng","12","","GA201/04/0381:GA ČR","","CEZ:AV0Z10300504","Notes on Densities of Sets of Generalized Integers","Poznámky k hustotám množin zobecněných čísel","asymptotic density - logarithmic density - arithmetic semigroup - weighted means - Karamata's regularly varying functions","In the paper mutual relations between asymptotic and logarithmic densities are generalized using the weighted means approach to the notion of an arithmetic density.","","V práci se vyšetřují souvislosti mezi asymptotickou a logaritmickou hustotou  založené na zobecnění pojmu aritmetické hustotu využívající metodu vážených středů.","BA","","","ELAZ. Mainz (DE), 24.05.2004-27.05.2004","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","","","","","http://hdl.handle.net/11104/0132822","","","","","","","","","","","",""
"0032259","C","Húsek, Dušan - Frolov, A. A. - Polyakov, P.Y. - Řezanková, H.","Húsek, Dušan","4","4","1","","Húsek, Dušan; Frolov, A. A.; Polyakov, P.Y.; Řezanková, H. Neural Network Analysis of Russian Parliament Voting Patterns. In Issa, G.; Qaddoura, E.; El-Qawasmeh, E.; Raho, G. (ed.). Computer Science and Information Technology Amman: Applied Science Private University, 2006, s. 328-334. ISBN 9957-8592-0-X. [CSIT 2006. International Multiconference on Computer Science and Information Technology /4./, Amman, 05.04.2006-07.04.2006, JO].","In Issa, G.; Qaddoura, E.; El-Qawasmeh, E.; Raho, G. (ed.). Computer Science and Information Technology. Amman: Applied Science Private University, 2006, s. 328-334","","9957-8592-0-X","JO","eng","7","","1ET100300414:GA AV ČR - GA201/05/0079:GA ČR","05-07-90049:RFBR:RU","CEZ:AV0Z10300504","Neural Network Analysis of Russian Parliament Voting Patterns","Analýza volebních výsledků v ruském parlamentu pomocí neuronových sítí","neural networks - associative memory - recurrent neural network - Boolean factor analysis - clustering - data mining","The recurrent Neural network capable to provide the Boolean factor analysis of the binary data sets of high dimension and complexity is applied to discovery of voting patterns in the Russian parliament. The method of sequential factor extraction, based on the Lyapunov function is discussed in deep. Efficiency of this attempt is shown on simulated data and on real data from Russian parliament as well.","","Asociativní paměť Hoppfieldova typu s paralelní dynamikou implementující binární faktorový analyzátor pro datové soubory velké dimenze a složitosti byl aplikována na úlohu vyhledávání volebních vzorů v Ruském parlamentě. Efektivita metody je ukázána též na simulovaných datech. Poměrně zevrubně je i popsána metoda sekvenčního vyhledávání faktorů uložených v síti.","BB","","v RIV byla již zrušena pouze varianta záznamu s chybným ISBN","CSIT 2006. International Multiconference on Computer Science and Information Technology /4./. Amman (JO), 05.04.2006-07.04.2006","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","","","","","http://hdl.handle.net/11104/0132819","","","","","","","","","","","",""
"0032258","C","Húsek, Dušan - Frolov, A. A. - Polyakov, P.Y. - Řezanková, H.","Húsek, Dušan","4","4","1","","Húsek, Dušan; Frolov, A. A.; Polyakov, P.Y.; Řezanková, H. Neural Network Based Boolean Factor Analysis: Efficient Tool for Automated Topics Search. In Issa, G.; Qaddoura, E.; El-Qawasmeh, E.; Raho, G. (ed.). Computer Science and Information Technology Amman: Applied Science Private University, 2006, s. 321-327. ISBN 9957-8592-0-X. [CSIT 2006. International Multiconference on Computer Science and Information Technology /4./, Amman, 05.04.2006-07.04.2006, JO].","In Issa, G.; Qaddoura, E.; El-Qawasmeh, E.; Raho, G. (ed.). Computer Science and Information Technology. Amman: Applied Science Private University, 2006, s. 321-327","","9957-8592-0-X","JO","eng","7","","1ET100300419:GA AV ČR","","CEZ:AV0Z10300504","Neural Network Based Boolean Factor Analysis: Efficient Tool for Automated Topics Search.","Neurosíťová booleovská faktorová analýza: efektivní nástroj pro automatické vyhledávání témet","Boolean factor analysis - neural networks - associative memory - clustering - web searching - semantic web - information retrieval - document indexing - document classification - document processing - data mining - machine learning","The paper describes an automatic document concepts searching metod based on recurrent neural network implementation of Boolean factor analysis procedure. Advantage of this approach is the ability of effective analysis of large natural language databases, with rich vocabulary and easy concepts update. Hoppfield-like associative memory with parallel dynamics was substantionaly modified to fulfill this task. We developed totally new recall procedure that allows for the search of all attractors corresponding to factors (a true attractor). Necessary separation of spurious attractors is based on calculation of their Lyapunov function. Being applied to textual data the procedure allows to reveal groups of highly correlated words (factors) which frequently occur in documents jointly and represent concepts covered by these documents.","","Uvedena je nová metoda pro automatické vyhledávání konceptů v textových databázích založená na rekurentní neuronové síti Hoppfieldova typu implementující Booleovou faktorovou analýzu. Výhodou tohoto přístupu je schopnost efektivní analýzi v rozsahlých databázích v přirozeném jazyce , s rozsáhlým slovníkem termů a konceptem snadné aktualizace. Nová asociativní paměť  Hoppfieldova typu s paralelní dynamikou byla implementována pro řešení této úlohy","BB","","","CSIT 2006. International Multiconference on Computer Science and Information Technology /4./. Amman (JO), 05.04.2006-07.04.2006","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","","","","","http://hdl.handle.net/11104/0132818","","","","","","","","","","","",""
"0032254","J","Štuller, Július","Štuller, Július","1","1","1","","Štuller, Július. SOFSEM 2006: Current Trends in Theory and Practice of Computer Science. ERCIM News 2006, č. 65, s. 6-7. ISSN 0926-4981.","ERCIM News. 2006, č. 65, s. 6-7","","0926-4981","FR","eng","2","","","","CEZ:AV0Z10300504","SOFSEM 2006: Current Trends in Theory and Practice of Computer Science","SOFSEM 2006: Současné trendy v teorii a praxi Computer Science","SOFSEM - computer science conference","SOFSEM is a successful annual international conference devoted to the theory and practice of Computer Science. Its aim is to foster co-operation among professionals from academia and industry working in various areas of Computer Science. Its 32nd edition was held in Merin, located about 60 km south of Prague on the right shore of Slapska prehrada (‘Slapy Dam’), Czech Republic, 21-27 January 2006.","","SOFSEM je úspěšnou každoroční mezinárnodní konferencí zaměřenou na teorii a praxi Computer Science. Jejím cílem je v této oblasti zprostředkovat  spolupráci mezi akademickou obcí a industriální sférou. V pořadí již 32. ročník konference se konal 21.-27. ledna 2006 v Měříně, 60km od Prahy na pravém břehu Slapské přehrady.","IN","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","2006","2007","","","","","http://hdl.handle.net/11104/0132814","","","","","","","","","","","",""
"0032244","M","Daniel, Milan","Daniel, Milan","1","1","1","","Daniel, Milan. Consistency of Probabilistic Transformations of Belief Functions. In Bouchon-Meunier, B.; Coletti, G.; Yager, R.R. (ed.). Modern Information Processing. From Theory to Applications Amsterdam: Elsevier, 2006, s. 49-60. ISBN 0-444-52075-9.","In Bouchon-Meunier, B.; Coletti, G.; Yager, R.R. (ed.). Modern Information Processing. From Theory to Applications. Amsterdam: Elsevier, 2006, s. 49-60","","0-444-52075-9","DE","eng","12","","","","CEZ:AV0Z10300504","Consistency of Probabilistic Transformations of Belief Functions","Konzistence pravděpodobnostních transformací domněnkových funkcí","belief function - combination of belief functions - Dempster-Shafer theory - probabilistic transformation - probabilization - Pignistic probability - proportional probabilistic transformations - belief-plausibility probabilistic transformation - ulb-consistency - combination consistency","Alternative approaches to the widely known pignistic transformation of belief functions are presented and analyzed. The pignistic, cautious, plausibility, proportional and disjunctive probabilistic transformations are examined from the point of view of consistency with upper and lower probabilities and of consistency with combination rules. Several new probabilistic transformations are introduced, analyzed and compared with those above mentioned.","","V článku jsou představeny a analyzovány alternativní přístupy k široce známé pignistické transformaci domněnkových funkcí. Pignistická, opatrná, plausibilní, proporcionální a disjunktivní pravděpodobnostní transformace jsou vyšetřovány z hlediska konzistence s horní a dolní pravděpodobností a konzistence s kombinačními pravidly. Dále je zavedeno a analyzováno několik nových pravděpodobnostních transformací, které jsou porovnávány s výše uvedenými transformacemi.","BA","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","","10.1016/B978-044452075-3/50005-4","","2-s2.0-84882889301","http://hdl.handle.net/11104/0132805","","","","","","","","","","","",""
"0032220","J","Meurant, G. - Strakoš, Zdeněk","Strakoš, Zdeněk","2","2","1","","Meurant, G.; Strakoš, Zdeněk. The Lanczos and Conjugate Gradient Algorithms in Finite Precision Arithmetic. Acta Numerica 2006, roč. 15, -, s. 471-542. ISSN 0962-4929.","Acta Numerica. 2006, roč. 15, -, s. 471-542","","0962-4929","GB","eng","70","","1ET400300415:GA AV ČR","","CEZ:AV0Z10300504","The Lanczos and Conjugate Gradient Algorithms in Finite Precision Arithmetic","Lanczosova metoda a metoda konjugovaných gradientů v aritmetice s konečnou přesností","Lanczos method - conjugate gradient method - finite precision arithmetic - numerical stability - iterative methods","The Lanczos and conjugate gradient algorithms were introduced more than five decades ago. Because of their fundamental relationship with the theory of orthogonal polynomials and Gauss quadrature of Riemann-Stieltjes integral, they represent very interesting general mathematical objects, with highly nonlinear properties which can be conveniently translated from algebraic language into the language of mathematical analysis, and vice versa. Their numerical behaviour can be explained by an elegant mathematical theory.","","Lanczosova metoda a metoda konjugovaných gradientů byly navrženy před více než padesáti lety. Vzhledem k jejich fundamentálnímu vztahu k teorii ortogonálních polynomů a Gaussovy kvadratury Reimann-Stieltjesova integrálu představují velmi zajímavé obecné matematické objekty s vysoce nelineárními vlastnostmi, které mohou být výhodně popisovány jak v jazyce analýzy tak v jazyce algebry. Jejich numerické chování může rovněž být popsáno elegantní matematickou teorií.","BA","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","24","10.1017/S096249290626001X","","2-s2.0-33646773628","http://hdl.handle.net/11104/0132785","","","","","","","","","","","",""
"0032218","J","Kůrková, Věra","Kůrková, Věra","1","1","1","","Kůrková, Věra. Inverse Problems in Data Analysis. Przeglad Elektrotechniczny 2006, roč. 82, č. 4, s. 41-48. ISSN 0033-2097.","Przeglad Elektrotechniczny. 2006, roč. 82, č. 4, s. 41-48","","0033-2097","PL","eng","7","","1ET100300419:GA AV ČR","","CEZ:AV0Z10300504","Inverse Problems in Data Analysis","Inverzní úlohy v analýze dat","learning from data - inverse problem - regularization - reproducing kernel Hilbert spaces","It is shown that learnning from data modelled as minimization of error functionals can be formulated in terms of inverse problems. This reformulation allows to characterize optimal input-output functions of networks with kernel units.","","Učení na základě dat matematicky modelované jako minimalizace chybových funkcionálů může být formulované jako inverzní úloha. Tato formulace umožňuje charakterizaci optimálních funkcí vstup-výstup sítí s jádrovými jednotkami.","IN","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","","","","2-s2.0-33646033444","http://hdl.handle.net/11104/0132784","","","","","","","","","","","",""
"0032206","J","Rohn, Jiří","Rohn, Jiří","1","1","1","","Rohn, Jiří. Letter to the Editor. Reliable Computing 2006, roč. 12, č. 3, s. 245-246. ISSN 1385-3139.","Reliable Computing. 2006, roč. 12, č. 3, s. 245-246","","1385-3139","NL","eng","2","","","","CEZ:AV0Z10300504","Letter to the Editor","Dopis editorovi","interval matix - regularity","In the letter to the editor it is stated that the paper by E. Hansen in Reliable Computing 11 (2005), 495-497 brings nothing new. In fact, its main result is only a very special case of Baumann's determinant criterion published in 1984.","","V dopisu je uvedeno, že článek E. Hansena v Reliable Computing 11(2005), 495-497 nepřináší nic nového, naopak je zvláštním případem výsledku M. Baumanna z r. 1984.","BA","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","2006","2007","","10.1007/s11155-006-7222-7","","2-s2.0-33645995376","http://hdl.handle.net/11104/0132774","","","","","","","","","","","",""
"0032137","J","Porubský, Štefan","Porubský, Štefan","1","1","1","","Porubský, Štefan. Primitive Sequences in Arithmetical Semigroups. Tatra Mountains Mathematical Publications 2005, roč. 32, -, s. 85-101. ISSN 1210-3195.","Tatra Mountains Mathematical Publications. 2005, roč. 32, -, s. 85-101","","1210-3195","SK","eng","17","","GA201/04/0381:GA ČR","","CEZ:AV0Z10300504","Primitive Sequences in Arithmetical Semigroups","Primitivní posloupnosti v aritmetických pologrupách","primitive sequences - arithmetical semigroup - Axiom A","We extend the basic results of F. Behrend, S. Pillai, P. Erdős, A. A.Sárkőzy and E. Szemerédi on primitive sequences to arithmetical semigroups satysfying Axiom A. Such generalization allows to transfer the classical results from integers to other objects as algebraic integers, ideals of number fields, finite Abelian groups, etc.","","V práci jsou zobecněny základní výsledky F. Behrenda, S. Pillaiho, P. Erdőse, A. Sárkőzyho a E. Szemerédiho o primitivních posloupnostech na aritmetické pologrupy splňující Axiom A. Toto zobecnění umožňuje přenést klasické výsledky z oboru celých čísel na jiné struktury, jako algebraická čísla, ideály číselných polí, konečné komutativní grupy atd.","BA","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2005","2006","","","","","http://hdl.handle.net/11104/0132732","","","","","","","","","","","",""
"0032136","J","Luca, F. - Porubský, Štefan","Porubský, Štefan","2","2","1","","Luca, F.; Porubský, Štefan. On Asymptotic and Logarithmic Densities. Tatra Mountains Mathematical Publications 2005, roč. 31, -, s. 75-86. ISSN 1210-3195.","Tatra Mountains Mathematical Publications. 2005, roč. 31, -, s. 75-86","","1210-3195","SK","eng","12","","GA201/04/0381:GA ČR","","CEZ:AV0Z10300504","On Asymptotic and Logarithmic Densities","O asymptotické a logaritmické hustotě","asymptotic density - logarithmic density","In the present paper, a construction of a set with prescribed values of lower and upper asymptotic and logarithmic densities is given.","","V předložené práci je uvedena konstrukce posloupnosti s předepsanou dolní a horní asymptotickou a logaritmickou hustotou.","BA","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2005","2006","2","","wos:000237188100007","","http://hdl.handle.net/11104/0132731","","","","","","","","","","","",""
"0032030","C","Holeňa, Martin","Holeňa, Martin","1","1","1","","Holeňa, Martin. Using Neural Networks to Tune Heuristic Parameters in Evolutionary Optimization. In Espi, P.L.L.; Giron-Sierra, J.M.; Drigas, A.S. (ed.). Artificial Intelligence, Knowledge Engineering and Data Bases Athens: WSEAS Press, 2006, s. 1-6. ISBN 960-8457-41-6. [AIKED'06. WSEAS International Conference on Artificial Intelligence, Knowledge Engineering and Data Bases, Madrid, 15.02.2006-17.02.2006, ES].","In Espi, P.L.L.; Giron-Sierra, J.M.; Drigas, A.S. (ed.). Artificial Intelligence, Knowledge Engineering and Data Bases. Athens: WSEAS Press, 2006, s. 1-6","","960-8457-41-6","GR","eng","6","","GA201/05/0325:GA ČR","","CEZ:AV0Z10300504","Using Neural Networks to Tune Heuristic Parameters in Evolutionary Optimization","Použití neuronových sítí k nastavování heuristických parametrů v evoluční optimalizaci","evolutionary optimization - genetic algorithms - heuristic parameters - parameter tuning - artificial neural networks - convergence speed - population diversity","Evolutionary optimization algorithms contain, due to their heuristic inspiration, many heuristic parameters, which need to be empirically tuned for the algorithm to work properly. This paper deals with tuning such parameters in situations when the values of the objective function have to be obtained in a costly experimental way. It suggests to use a neural-network based approximation of the objective function for parameter tuning in such situations. In this way, the convergence speed of the algorithm and the diversity of the population of points can be in vestigated for many various combinations of heuristic parameters. To construct the approximating neural network, some initial amount of data is needed, usually obtained from running the algorithm for several generations with default values.","","Evoluční optimalizační algoritmy obsahují díky své heuristické inspiraci mnoho heuristických parametrů, které je pro řádnou funkci algoritmu zapotřebí empiricky nastavit. Tento článek se zabýva nastavováním takových parametrů v situacích, kdy se hodnoty cílové funkce musí získávat nákladným způsobem experimentálně. Navrhuje používat v takových situacích pro nastavování parametrů aproximaci cílové funkce pomocí neuronových sítí. Tímto způsobem lze pro mnoho různých kombinací heuristických parametrů zkoumat rychlost konvergence algoritmu a různorodost populace bodu. Ke konstrukci aproximující neuronové sítě je zapotřebí určité počáteční množství dat, které je obvykle získáno tak, že algoritmus běží po několik generací s defaultními hodnotami.","IN","","","AIKED'06. WSEAS International Conference on Artificial Intelligence, Knowledge Engineering and Data Bases. Madrid (ES), 15.02.2006-17.02.2006","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","","","","","http://hdl.handle.net/11104/0132643","","","","","","","","","","","",""
"0032028","J","Rohn, Jiří","Rohn, Jiří","1","1","1","","Rohn, Jiří. Regularity of Interval Matrices and Theorems of the Alternatives. Reliable Computing 2006, roč. 12, č. 2, s. 99-105. ISSN 1385-3139.","Reliable Computing. 2006, roč. 12, č. 2, s. 99-105","","1385-3139","NL","eng","7","","1ET400300415:GA AV ČR","","CEZ:AV0Z10300504","Regularity of Interval Matrices and Theorems of the Alternatives","Regularita intervalových matic a věty o alternativách","interval matrix - regularity - nonlinear inequality - theorem of the alternatives","We give several characterizations of regularity of interval matrices. All of them have to do with solvability of certain systems of nonlinear equations or inequalities. The most illustrative of them is the following one: an interval matrix $[A_c-/Delta,A_c+Delta]$ is regular if and only if the nonlinear inequality $|x|>/Delta|A_c^{-1} x|$ has a solution in each orthant. These results are then applied to derive two theorems of the alternatives for inequalities with absolute values.","","Je uvedeno několik nutných a postačujících podmínek regularity intervalových matic. Všechny mají souvislost s řešitelností jistých soustav lineárních nebo nelineárních nerovností. Nejilustrativnější z nich je tato: intervalová matice $[A_c-/Delta,A_c+Delta]$ je regulární právě když nelineární nerovnost $|x|>/Delta|A_c^{-1} x|$ má řešení v každém ortantu. Tyto výsledky jsou dále použity k důkazu dvou vět o alternativách pro soustavy nerovností s absolutními hodnotami.","BA","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","3","10.1007/s11155-006-4877-z","","2-s2.0-29044436037","http://hdl.handle.net/11104/0132642","","","","","","","","","","","",""
"0032027","C","Neruda, Roman","Neruda, Roman","1","1","1","","Neruda, Roman. Building Hybrid Soft Computing Agents. In Castillo, O. (ed.). Neural Networks and Computational Intelligence Anheim: ACTA Press, 2003, s. 7-11. ISBN 0-88986-347-4. [IASTED International Conference on Neural Networks and Computational Intelligence, Cancun, 19.05.2003-21.05.2003, MX].","In Castillo, O. (ed.). Neural Networks and Computational Intelligence. Anheim: ACTA Press, 2003, s. 7-11","","0-88986-347-4","US","eng","5","","GP201/03/P163:GA ČR","","CEZ:AV0Z1030915","Building Hybrid Soft Computing Agents","Vytváření hybridních soft computing agentů","evolutionary algorithms - multi-agent systems - hybrid methods","A general concept of representation of connected groups of agents within a multiagent system is introduced and utilized for automatic building of schemes to solve a given computational task. We propose a combination of an evolutionary algorithm and a formal logic resolution system which is able to create and verify new configurations. The approach is illustrated on simple examples.","","Prezentujeme obecný koncept reprezentace skupin propojených agentů uvnitř multiagentního systému, který je dále použit pro automatické vytváření schémat pro řešení daného výpočetního problému. Navrhujeme kombinaci evolučního algoritmu a odvozovacího systému formální logiky, který je schopen vytvářet a verifikovat nové konfigurace. Tento přístup je ilustrován na jednoduchých příkladech.","BA","","","IASTED International Conference on Neural Networks and Computational Intelligence. Cancun (MX), 19.05.2003-21.05.2003","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2003","2006","1","","","2-s2.0-1542432732","http://hdl.handle.net/11104/0132641","","","","","","","","","","","",""
"0032026","J","Peleška, Jan","Peleška, Jan","1","1","1","","Peleška, Jan. Hypertenze v roce 2005. Kazuistiky v diabetologii 2006, roč. 4, č. 1, s. 32-33. ISSN 1214-231X.","Kazuistiky v diabetologii. 2006, roč. 4, č. 1, s. 32-33","","1214-231X","CZ","cze","2","","","","CEZ:AV0Z10300504","Hypertenze v roce 2005","Hypertension in the Year 2005","stav kontroly hypertenze - návrhy ke zlepšení kontroly hypertenze - osvojení znalostí lékařských doporučení","Problém je špatné osvojení lékařských doporučení i krátký čas na komunikaci praktického lékaře s pacientem a následně špatná kontrola hypertenze. Pokud se od samého začátku podá lék ze třídy indikované pro suspektní diagnózy, může se vynechat řada vyšetření a navíc i čekání na režimové změny, což ušetří čas i peníze. Nedávné studie ukázaly výhody nových léků. Proto je ACEI (ARB) + diuretikum + blokátor kalcia vhodná postupně vznikající trojkombinace léků, která řeší většinu případů.","The problem is a poor implementation of guidelines, a short time for GPs communication with a patient as well, and consequently, a poor BP control. If a drug class indicated for suspected diagnoses is given from the very beginning, the set of examinations and also waiting for lifestyle changes could be avoided and thus, money and time saved. Recent studies showed advantages of new drugs. Thus, ACEI (ARB) + diuretic + CCB is a rational drug sequence leading to triple therapy solving the majority of cases.","","FA","","cena06","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2007","","","","","http://hdl.handle.net/11104/0132640","","","","","","","","","","","",""
"0032024","B","Šebesta, Václav - Štverka, V. - Steiner, F. - Šebestová, M.","Šebesta, Václav","4","4","1","","Šebesta, Václav; Štverka, V.; Steiner, F.; Šebestová, M. Praktické zkušenosti z implementace systému managementu bezpečnosti informací podle ČSN BS 7799-2:2004 a komentované vydání ISO/IEC 27001:2005 Praha: Český normalizační institut, 2006. 64 s. ISBN 80-7283-204-2.","","80-7283-204-2","","CZ","cze","64","","",":xxx","","Praktické zkušenosti z implementace systému managementu bezpečnosti informací podle ČSN BS 7799-2:2004 a komentované vydání ISO/IEC 27001:2005","Practical Experience from the Implementation of Information Security Management Systems According to the Standard ČSN BS 7799-2:2004 and Annotated issue of Standard ISO /IEC 27001:2005","information security - ISMS - BS7799 - management systems - ISO 27000","Hlavním účelem publikace je vysvětlení jednotlivých kapitol mezinárodní normy ISO/IEC 27001:2005 a seznámení se zkušenostmi konzultantů a auditorů systémů managementu bezpečnosti informací.","The main reason of this publication is the explanation of all articles of new implementaion standard ISO/IEC 270 01:2005 and the summary of experiences of consultants and auditors of information security management systems.","","IN","","interni20 akce08 *** Předkladateli byly navrženy k vyřazení všechny výskyty tohoto výsledku. ISBN neexistuje nebo není platné [48118DCAAFF7]","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2006","2008","","","","","http://hdl.handle.net/11104/0132638","","","","","","","","","","","",""
"0032022","J","Jírová, D. - Kejlová, K. - Brabec, Marek - Bendová, H. - Kolářová, H.","Brabec, Marek","5","5","1","","Jírová, D.; Kejlová, K.; Brabec, Marek; Bendová, H.; Kolářová, H. The Benefits of the 3T3 NRU Test in the Safety Assessment of Cosmetics: Long-Term Experience from Pre-Marketing Testing in the Czech Republic. Toxicology in Vitro 2003, roč. 174, č. 5-6, s. 791-796. ISSN 0887-2333.","Toxicology in Vitro. 2003, roč. 174, č. 5-6, s. 791-796","","0887-2333","GB","eng","6","1.642","",":xxx","","The Benefits of the 3T3 NRU Test in the Safety Assessment of Cosmetics: Long-Term Experience from Pre-Marketing Testing in the Czech Republic.","Výhody použití 3T3 NRU testu při testováni bezpečnosti kosmetických přípravků: dlouhodobé výsledky screeningu používaného v České Republice","cytotoxicity - 3T3 NRU assay - irritation - nonparametric statistical model","3T3 NRU cytotoxicity test was introduced for methodological, economical and ethical reasons as a regular part of tier pre-marketing testing to assess local tolerance of raw materials for cosmetics, household chemicals and final cosmetic products. Results were compared statistically to the outcome of classical skin prick tests conducted on colunteers.","","3T3 NRU cytotoxicity test byl zaveden jako alternativa ke klasickému screeningu. Jeho výsledky byly porovnány a kalibrovány na základě statistického vyhodnocení oproti kožním testům prováděným na náhodném výběru panelu dobrovolníků.","BB","","interni20 akce08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2003","2008","4","10.1016/S0887-2333(03)00125-5","wos:000186733400043","","http://hdl.handle.net/11104/0132636","","","","","","","","","","","",""
