Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0403241","J","Hájek, Petr","Hájek, Petr","1","1","1","","Hájek, Petr. Basic Fuzzy Logic and BL-Algebras. Soft Computing 1998, roč. 2, č. 3, s. 124-128. ISSN 1432-7643.","Soft Computing. 1998, roč. 2, č. 3, s. 124-128","","1432-7643","DE","eng","5","","IAA1030601:GA AV ČR","Action 15:COST:XE","","Basic Fuzzy Logic and BL-Algebras","","","","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1998","1920","101","10.1007/s005000050043","","","http://hdl.handle.net/11104/0123561","","","","","","","","","","","",""
"0403233","J","Arioli, M. - Pták, Vlastimil - Strakoš, Zdeněk","Pták, Vlastimil - Strakoš, Zdeněk","3","3","2","","Arioli, M.; Pták, Vlastimil; Strakoš, Zdeněk. Krylov Sequences of Maximal Length and Convergence of GMRES. Bit 1998, roč. 38, č. 4, s. 636-643. ISSN 0006-3835.","Bit. 1998, roč. 38, č. 4, s. 636-643","","0006-3835","SE","eng","8","0.623","IAA2030706:GA AV ČR","","AV0Z1030915","Krylov Sequences of Maximal Length and Convergence of GMRES","","minimal polynomial - Krylov sequences - GMRES method - convergence - Jordan canonical form","","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1998","1920","27","10.1007/BF02510405","wos:000078035500002","2-s2.0-0000734143","http://hdl.handle.net/11104/0123553","","","","","","","","","","","",""
"0403229","C","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Propositional Calculus with Conditioning Connective and with a Nonstandard Boolean-Like Frequential Semantic. In Hušková, M.; Lachout, P.; Víšek, J. Á. (ed.). Prague Stochastics'98 Vol. 2. Prague: Union of Czech Mathematicians and Physicists, 1998, s. 325-330. ISBN 80-7015-636-8. [Prague Symposium on Asymptotic Statistics /6./, Prague Conference on Information Theory, Statistical Decision Functions and Random Processes /13./, Praha, 23.08.1998-28.08.1998, CZ].","In Hušková, M.; Lachout, P.; Víšek, J. Á. (ed.). Prague Stochastics'98. Vol. 2. Prague: Union of Czech Mathematicians and Physicists, 1998, s. 325-330","","80-7015-636-8","CZ","eng","6","","IAA1030504:GA AV ČR","","","Propositional Calculus with Conditioning Connective and with a Nonstandard Boolean-Like Frequential Semantic","","","","","","BA","","","Prague Symposium on Asymptotic Statistics /6./, Prague Conference on Information Theory, Statistical Decision Functions and Random Processes /13./. Praha (CZ), 23.08.1998-28.08.1998","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1998","1920","","","","","http://hdl.handle.net/11104/0123549","","","","","","","","","","","",""
"0403211","C","Jiřina Jr., Marcel","Jiřina Jr., Marcel","1","1","1","","Jiřina Jr., Marcel. Improved Setting of Reference Vectors in Kohonen's Maps. In EUFIT'97. 5th European Congress on Intelligent Techniques and Soft Computing Vol. 1. 1997, s. 598-603. [European Congress /5./, Aachen, 08.09.1997-11.09.1997, DE].","In EUFIT'97. 5th European Congress on Intelligent Techniques and Soft Computing. Vol. 1. 1997, s. 598-603","","","DE","eng","","","","","","Improved Setting of Reference Vectors in Kohonen's Maps","","","","","","","","","European Congress /5./. Aachen (DE), 08.09.1997-11.09.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","","","","","","http://hdl.handle.net/11104/0123531","","","","","","","","","","","",""
"0403204","C","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Probabilistic First-Order Predicate Calculus with Doubled Nonstandard Semantics. In Seventh International Conference IPMU Paris: E.D.K., 1998, s. 1390-1397. ISBN 2-84254-013-1. [IPMU'98 /7./, Paris, 06.07.1998-10.07.1998, FR].","In Seventh International Conference IPMU. Paris: E.D.K., 1998, s. 1390-1397","","2-84254-013-1","FR","eng","8","","IAA1030504:GA AV ČR","","","Probabilistic First-Order Predicate Calculus with Doubled Nonstandard Semantics","","probabilistic calculus - predicate calculus - boolean semantics - nonstandard models","","","","BA","","","IPMU'98 /7./. Paris (FR), 06.07.1998-10.07.1998","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1998","1920","","","","","http://hdl.handle.net/11104/0123529","","","","","","","","","","","",""
"0403199","J","Rohn, Jiří","Rohn, Jiří","1","1","1","","Rohn, Jiří. Validated Solutions of Nonlinear Equations. ZAMM-Zeitschrift fur Angewandte Mathematik und Mechanik 1997, roč. 77, Supplement 2, s. S657-S658. ISSN 0044-2267.","ZAMM-Zeitschrift fur Angewandte Mathematik und Mechanik. 1997, roč. 77, Supplement 2, s. S657-S658","","0044-2267","DE","eng","","0.128","GA201/95/1484:GA ČR","","","Validated Solutions of Nonlinear Equations","","linear interval equations - enclosure - NP-hardness","","","","","","","GAMM 96. Prague, 27.05.1996-31.05.1996","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","10.1002/zamm.19970771407","wos:A1997XP50400106","","http://hdl.handle.net/11104/0123524","","","","","","","","","","","",""
"0403198","C","Wiedermann, Jiří","Wiedermann, Jiří","1","1","1","","Wiedermann, Jiří. Towards Machines That Can Think. In Plášil, F.; Jeffery, K. G. (ed.). SOFSEM'97: Theory and Practice of Informatics Berlin: Springer, 1997, s. 122-141. Lecture Notes in Computer Science, 1338. ISBN 3-540-63774-5. [SOFSEM'97 /24./, Milovy, 22.11.1997-29.11.1997, CZ].","In Plášil, F.; Jeffery, K. G. (ed.). SOFSEM'97: Theory and Practice of Informatics. Berlin: Springer, 1997, s. 122-141. Lecture Notes in Computer Science, 1338","","3-540-63774-5","DE","eng","","","GA201/95/0976:GA ČR","IP961095 ALTEC-KIT:COPERNICUS:XE","","Towards Machines That Can Think","","cognitive computing - neural nets - molecular computing - brain-like computing","","","","","invited paper","","SOFSEM'97 /24./. Milovy (CZ), 22.11.1997-29.11.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","2","10.1007/3-540-63774-5_101","","2-s2.0-84958036200","http://hdl.handle.net/11104/0123523","","","","","","","","","","","",""
"0403195","C","Kestřánek, Zdeněk - Dvořák, Jan - Nedoma, Jiří","Kestřánek, Zdeněk - Dvořák, Jan - Nedoma, Jiří","3","3","3","","Kestřánek, Zdeněk; Dvořák, Jan; Nedoma, Jiří. Iterative Solvers for Coupled Contact-Stefan-like Problems. In Sydow, Achim (ed.). World Congress on Scientific Computation, Modelling and Applied Mathematics. Proceedings Vol. 3. Berlin: Wissenschaft & Technik, 1997, s. 467-471. ISBN 3-89685-553-0. [IMACS /15./, Berlin, 00.08.1997, DE].","In Sydow, Achim (ed.). World Congress on Scientific Computation, Modelling and Applied Mathematics. Proceedings. Vol. 3. Berlin: Wissenschaft & Technik, 1997, s. 467-471","","3-89685-553-0","DE","eng","","","","CP940820:COPERNICUS:XE","","Iterative Solvers for Coupled Contact-Stefan-like Problems","","contact problem - Stefan problem - finite element method - mathematical programming","","","","","","","IMACS /15./. Berlin (DE), 00.08.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","","","","http://hdl.handle.net/11104/0123520","","","","","","","","","","","",""
"0403183","C","Fabián, Zdeněk","Fabián, Zdeněk","1","1","1","","Fabián, Zdeněk. Geometric Function of Continuous Distribution, its Definition, Properties and Possible Use. In Bulletin of the International Statistical Institute Vol. 2. Ankara: State Institute of Statistics, 1997, s. 241-242. [Session /51./, Istanbul, 18.08.1997-26.08.1997, TR].","In Bulletin of the International Statistical Institute. Vol. 2. Ankara: State Institute of Statistics, 1997, s. 241-242","","","TR","eng","","","IAA1075709:GA AV ČR","","","Geometric Function of Continuous Distribution, its Definition, Properties and Possible Use","","","","","","","","","Session /51./. Istanbul (TR), 18.08.1997-26.08.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","","","","http://hdl.handle.net/11104/0123508","","","","","","","","","","","",""
"0403182","C","Jukna, S. - Razborov, A. - Savický, Petr - Wegener, I.","Savický, Petr","4","4","1","","Jukna, S.; Razborov, A.; Savický, Petr; Wegener, I. On P versus NP \\cap co-NP for Decision Trees and Read-Once Branching Programs. In Prívara, I.; Ružička, P. (ed.). Mathematical Foundations of Computer Science 1997. Proceedings Berlin: Springer, 1997, s. 319-326. Lecture Notes in Computer Science, 1295. ISBN 3-540-63437-1. [MFCS'97, International Symposium /22./, Bratislava, 25.08.1997-29.08.1997, SK].","In Prívara, I.; Ružička, P. (ed.). Mathematical Foundations of Computer Science 1997. Proceedings. Berlin: Springer, 1997, s. 319-326. Lecture Notes in Computer Science, 1295","","3-540-63437-1","SK","eng","","","GA201/95/0976:GA ČR","","","On P versus NP \\cap co-NP for Decision Trees and Read-Once Branching Programs","","","","","","","","","MFCS'97, International Symposium /22./. Bratislava (SK), 25.08.1997-29.08.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","6","10.1007/BFb0029975","","2-s2.0-84947808616","http://hdl.handle.net/11104/0123507","","","","","","","","","","","",""
"0403181","C","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Probabilistic Analysis of the Dempster Combination Rule. In Childers, T. (ed.). The Logica Yearbook 1997 Praha: FILOSOFIA, 1998, s. 175-187. ISBN 80-7007-109-5. [LOGICA'97, Liblice, 17.06.1997-20.06.1997, CZ].","In Childers, T. (ed.). The Logica Yearbook 1997. Praha: FILOSOFIA, 1998, s. 175-187","","80-7007-109-5","CZ","eng","14","","IAA1030504:GA AV ČR","","","Probabilistic Analysis of the Dempster Combination Rule","","Dempster-Shafer theory - belief function - set-valued random variable - random set","","","","BA","","","LOGICA'97. Liblice (CZ), 17.06.1997-20.06.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1998","1920","5","","","","http://hdl.handle.net/11104/0123506","","","","","","","","","","","",""
"0403178","J","Benzi, M. - Tůma, Miroslav","Tůma, Miroslav","2","2","1","","Benzi, M.; Tůma, Miroslav. Numerical Experiments with Two Approximate Inverse Preconditioners. Bit 1998, roč. 38, č. 2, s. 234-241. ISSN 0006-3835.","Bit. 1998, roč. 38, č. 2, s. 234-241","","0006-3835","SE","eng","8","0.623","IAA2030706:GA AV ČR - GA205/96/0921:GA ČR","","","Numerical Experiments with Two Approximate Inverse Preconditioners","","","","","","BA","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1998","1920","15","10.1007/BF02512364","wos:000075406000002","2-s2.0-0001635061","http://hdl.handle.net/11104/0123503","","","","","","","","","","","",""
"0403160","J","Rohn, Jiří","Rohn, Jiří","1","1","1","","Rohn, Jiří. Overestimations in Bounding Solutions of Perturbed Linear Equations. Linear Algebra and Its Applications 1997, roč. 262, -, s. 55-65. ISSN 0024-3795.","Linear Algebra and Its Applications. 1997, roč. 262, -, s. 55-65","","0024-3795","US","eng","","0.329","GA201/95/1484:GA ČR","","","Overestimations in Bounding Solutions of Perturbed Linear Equations","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","5","10.1016/S0024-3795(97)80022-5","wos:A1997XE40700004","2-s2.0-0038913516","http://hdl.handle.net/11104/0123486","","","","","","","","","","","",""
"0403147","J","Mäkelä, M. M. - Miettinen, M. - Lukšan, Ladislav - Vlček, Jan","Lukšan, Ladislav - Vlček, Jan","4","4","2","","Mäkelä, M. M.; Miettinen, M.; Lukšan, Ladislav; Vlček, Jan. Comparing Nonsmooth Nonconvex Bundle Methods in Solving Hemivariational Inequalities. Journal of Global Optimization 1999, roč. 14, č. 2, s. 117-135. ISSN 0925-5001.","Journal of Global Optimization. 1999, roč. 14, č. 2, s. 117-135","","0925-5001","NL","eng","19","0.825","","SA-34063:Academy of Finland:FI - SA-8583:Academy of Finland:FI","AV0Z1030915","Comparing Nonsmooth Nonconvex Bundle Methods in Solving Hemivariational Inequalities","","bundle methods - hemivariational inequalities - nondifferentiable programming - nonmonotone contact problems - substationary points","","","","BB","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1999","1920","7","10.1023/A:1008282922372","wos:000080333300002","2-s2.0-0001525323","http://hdl.handle.net/11104/0123473","","","","","","","","","","","",""
"0403082","C","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Toward Generalized Belief Functions. In Childers, T.; Kolář, P.; Svoboda, V. (ed.). LOGICA'96. Proceedings of the 10th International Symposium Praha: Filosofia, 1997, s. 322-344. ISBN 80-7007-093-5. [LOGICA'96, Liblice, 18.06.1996-21.06.1996, CZ].","In Childers, T.; Kolář, P.; Svoboda, V. (ed.). LOGICA'96. Proceedings of the 10th International Symposium. Praha: Filosofia, 1997, s. 322-344","","80-7007-093-5","CZ","eng","","","IAA1030504:GA AV ČR","","","Toward Generalized Belief Functions","","Dempster-Shafer theory - belief function - signed measure - Dempster combination rule","","","","","","","LOGICA'96. Liblice (CZ), 18.06.1996-21.06.1996","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","","","","http://hdl.handle.net/11104/0123444","","","","","","","","","","","",""
"0403081","C","Šebesta, Václav - Novák, Mirko","Šebesta, Václav - Novák, Mirko","2","2","2","","Šebesta, Václav; Novák, Mirko. Analysis of Tribodiagnostic Data of Plane Engines by Neural Network. In Bulsari, A. B.; Kallio, S. (ed.). Neural Networks in Engineering Systems. Proceedings of the International Conference EANN'97 Turku: Systeemitekniikan seura ry, 1997, s. 249-252. ISBN 952-90-8667-9. [EANN'97, Stockholm, 16.06.1997-18.06.1997, SE].","In Bulsari, A. B.; Kallio, S. (ed.). Neural Networks in Engineering Systems. Proceedings of the International Conference EANN'97. Turku: Systeemitekniikan seura ry, 1997, s. 249-252","","952-90-8667-9","FI","eng","","","GA102/96/0183:GA ČR","3773-3:IGA MZ:CZ","","Analysis of Tribodiagnostic Data of Plane Engines by Neural Network","","","","","","","","","EANN'97. Stockholm (SE), 16.06.1997-18.06.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","","","","http://hdl.handle.net/11104/0123443","","","","","","","","","","","",""
"0403070","C","Kůrková, Věra","Kůrková, Věra","1","1","1","","Kůrková, Věra. Rates of Approximation of Multivariable Functions by One-Hidden-Layer Neural Networks. In Marinaro, M.; Tagliaferri, R. (ed.). Neural Nets WIRN VIETRI-97. Proceedings of the 9th Italian Workshop on Neural Nets Berlin: Springer, 1998, s. 147-152. ISBN 3-540-76157-8. [WIRN'97, Salerno, 22.05.1997-24.05.1997, IT].","In Marinaro, M.; Tagliaferri, R. (ed.). Neural Nets WIRN VIETRI-97. Proceedings of the 9th Italian Workshop on Neural Nets. Berlin: Springer, 1998, s. 147-152","","3-540-76157-8","DE","eng","6","","IAA2030602:GA AV ČR","","","Rates of Approximation of Multivariable Functions by One-Hidden-Layer Neural Networks","","","","","","BA","","","WIRN'97. Salerno (IT), 22.05.1997-24.05.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1998","1920","1","10.1007/978-1-4471-1520-5_9","","","http://hdl.handle.net/11104/0123433","","","","","","","","","","","",""
"0403069","C","Beliczynski, B. - Kůrková, Věra","Kůrková, Věra","2","2","1","","Beliczynski, B.; Kůrková, Věra. Incremental Orthogonal Projection Learning of Radial-Basis-Function Networks. In Domek, S.; Emirsajlow, Z.; Kaszynski, R. (ed.). Proceedings of the Fourth International Symposium on Methods and Models in Automation and Robotics. Control Engineering. Neural Networks. Vol. 2 Szczecin: Szczecin University of Technology, 1997, s. 717-722. ISBN 83-87423-30-0. [MMAR'97, Miedzyzdroje, 26.08.1997-29.08.1997, PL].","In Domek, S.; Emirsajlow, Z.; Kaszynski, R. (ed.). Proceedings of the Fourth International Symposium on Methods and Models in Automation and Robotics. Control Engineering. Neural Networks. Vol. 2. Szczecin: Szczecin University of Technology, 1997, s. 717-722","","83-87423-30-0","PL","eng","","","","8T11A02311:KNB Project:PL","","Incremental Orthogonal Projection Learning of Radial-Basis-Function Networks","","approximation of finite-domain functions - incremental learning algorithms - radial-basis-function networks","","","","","","","MMAR'97. Miedzyzdroje (PL), 26.08.1997-29.08.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","","","","http://hdl.handle.net/11104/0123432","","","","","","","","","","","",""
"0403068","C","Kůrková, Věra","Kůrková, Věra","1","1","1","","Kůrková, Věra. Dynamické systémy, fraktály a počítačová grafika. In Šetlík, I. (ed.). Hledání společného jazyka Praha: SVI, Fyziologický ústav ČSAV, 1990, s. 156-159. [Symposium Hledání společného jazyka, Chlum u Třeboně, 08.10.1988-13.10.1988, CS].","In Šetlík, I. (ed.). Hledání společného jazyka. Praha: SVI, Fyziologický ústav ČSAV, 1990, s. 156-159","","","CS1","cze","","","","","","Dynamické systémy, fraktály a počítačová grafika","","","","","","","","","Symposium Hledání společného jazyka. Chlum u Třeboně (CS), 08.10.1988-13.10.1988","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","","","","","","http://hdl.handle.net/11104/0123431","","","","","","","","","","","",""
"0403067","J","Andrey, Ladislav","Andrey, Ladislav","1","1","1","","Andrey, Ladislav. Neural Chaos and Free Will Problem. Journal of Consciousness Studies 1997, roč. 4, č. 1, s. 23. ISSN 1355-8250.","Journal of Consciousness Studies. 1997, roč. 4, č. 1, s. 23","","1355-8250","US","eng","","","GA201/95/0992:GA ČR","","","Neural Chaos and Free Will Problem","","free will and agency - attention - emotion - neural networks and connectionism - nonlinear dynamics","","","","","","","The Brain and Self Workshop: Toward a Science of Consciousness. Elsinore, 21.08.1997-24.08.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","","","","","","http://hdl.handle.net/11104/0123430","","","","","","","","","","","",""
"0403063","C","Černoch, M. - Pecen, Ladislav - Eben, Kryštof - Lang, B.","Pecen, Ladislav - Eben, Kryštof","4","4","2","","Černoch, M.; Pecen, Ladislav; Eben, Kryštof; Lang, B. Predictive Value of Some Biochemical Parameters in the Tissue of Breast Carcinomas. In HSBCR First International Congress 1993.","In HSBCR First International Congress. 1993","","","GR","eng","","","","","","Predictive Value of Some Biochemical Parameters in the Tissue of Breast Carcinomas","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1993","","","","","","http://hdl.handle.net/11104/0123426","","","","","","","","","","","",""
"0403062","C","Nekulová, M. - Pecen, Ladislav - Lang, B. - Černoch, M.","Pecen, Ladislav","4","4","1","","Nekulová, M.; Pecen, Ladislav; Lang, B.; Černoch, M. Prediction of Relapse in Breast Cancer Patients by Tumor Markers Follow-up. 1993. In HSBCR First International Congress","In HSBCR First International Congress.","","","GR","eng","","","","","","Prediction of Relapse in Breast Cancer Patients by Tumor Markers Follow-up","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1993","","","","","","http://hdl.handle.net/11104/0123425","","","","","","","","","","","",""
"0403060","J","Zvárová, Jana","Zvárová, Jana","1","1","1","","Zvárová, Jana. Medicínská informatika - systémy pro podporu rozhodování. Časopis lékařů českých 1997, roč. 136, č. 10, s. 315-319. ISSN 0008-7335.","Časopis lékařů českých. 1997, roč. 136, č. 10, s. 315-319","","0008-7335","CZ","cze","","","","JEP-4358:TEMPUS:XE","","Medicínská informatika - systémy pro podporu rozhodování","","medical informatics - decision support systems - diagnostic and therapeutic cycle","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","","","","http://hdl.handle.net/11104/0123423","","","","","","","","","","","",""
"0403057","C","Andrey, Ladislav","Andrey, Ladislav","1","1","1","","Andrey, Ladislav. Potentiality of Complex Behaviour in Single Neurons. In Barbi, M.; Chillemi, S. (ed.). Chaos and Noise in Biology and Medicine World Scientific: Singapore, 1998, s. 288-293. Instituto Italiano per gli Studi Filosofici, 7. ISBN 981-02-3600-X. [International School of Biophysics, Napoli, 19.05.1997-24.05.1997, IT].","In Barbi, M.; Chillemi, S. (ed.). Chaos and Noise in Biology and Medicine. World Scientific: Singapore, 1998, s. 288-293. Instituto Italiano per gli Studi Filosofici, 7","","981-02-3600-X","SG","eng","6","","GA201/95/0992:GA ČR","","AV0Z1030915","Potentiality of Complex Behaviour in Single Neurons","","single neurons complex behaviour - chaotic output dynamic - neural coding problem","","","","BA","","","International School of Biophysics. Napoli (IT), 19.05.1997-24.05.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","1998","1920","","","","","http://hdl.handle.net/11104/0123420","","","","","","","","","","","",""
"0403056","J","Šíma, Jiří","Šíma, Jiří","1","1","1","","Šíma, Jiří. Author's Response to the note Proving Hardness of Neural Network Training Problems by Michael Schmitt. Neural Networks 1997, roč. 10, č. 8, s. 1534. ISSN 0893-6080.","Neural Networks. 1997, roč. 10, č. 8, s. 1534","","0893-6080","GR","eng","","1.019","","","","Author's Response to the note Proving Hardness of Neural Network Training Problems by Michael Schmitt","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","10.1016/S0893-6080(97)00041-5","wos:A1997YJ81300016","","http://hdl.handle.net/11104/0123419","","","","","","","","","","","",""
"0403055","C","Krajíček, Jan","Krajíček, Jan","1","1","1","","Krajíček, Jan. No Counter-Example Interpretation and Interative Computation. In Logic from Comupter Science Berkeley: SpringerVerlag, 1992, s. 287-293. Mathematical Sciences Research Institute Publications, 21. ISBN 978-1-4612-7685-2.","In Logic from Comupter Science. Berkeley: SpringerVerlag, 1992, s. 287-293. Mathematical Sciences Research Institute Publications, 21","","978-1-4612-7685-2","US","eng","","","","","","No Counter-Example Interpretation and Interative Computation","","","","","","","","","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1992","","","10.1007/978-1-4612-2822-6_11","","","http://hdl.handle.net/11104/0123418","","","","","","","","","","","",""
"0403053","C","Krajíček, Jan - Pudlák, Pavel - Sgall, Jiří","Krajíček, Jan - Pudlák, Pavel - Sgall, Jiří","3","3","3","","Krajíček, Jan; Pudlák, Pavel; Sgall, Jiří. Interactive Computations of Optimal Solutions. Berlin: SpringerVerlag, 1990. In Mathematical Foundations of Computer Science, s. 48-60 [Internatiolnal Conference, Banská Bystrica, 00.08.1990, CS].","In Mathematical Foundations of Computer Science., s. 48-60","","","DE","eng","","","","","","Interactive Computations of Optimal Solutions","","","","","","","","","Internatiolnal Conference. Banská Bystrica (CS), 00.08.1990","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1990","","","10.1007/BFb0029595","wos:A1990EE91400004","","http://hdl.handle.net/11104/0123416","","","","","","","","","","","",""
"0403052","C","Kleindienst, Jan - Plášil, František - Tůma, P.","Kleindienst, Jan - Plášil, František","3","3","2","","Kleindienst, Jan; Plášil, František; Tůma, P. CORBA and Object Services. In DB Forum 97 Praha: MMI Česká republika, 1997, s. -. [Mezinárodní konference o databázových technologiích /2./, Praha, 22.05.1997-23.05.1997, CZ].","In DB Forum 97. Praha: MMI Česká republika, 1997, s. -","","","CZ","cze","","","","","","CORBA and Object Services","","","","","","","","","Mezinárodní konference o databázových technologiích /2./. Praha (CZ), 22.05.1997-23.05.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","","","","http://hdl.handle.net/11104/0123415","","","","","","","","","","","",""
"0403051","C","Húsek, Dušan - Pokorný, J.","Húsek, Dušan","2","2","1","","Húsek, Dušan; Pokorný, J. Databázový výzkum: přínosy a další směry rozvoje. In DB Forum 97 Praha: MMI Česká republika, 1997, s. -. [Mezinárodní konference o databázových technologiích /2./, Praha, 22.05.1997-23.05.1997, CZ].","In DB Forum 97. Praha: MMI Česká republika, 1997, s. -","","","CZ","cze","","","GA201/97/0885:GA ČR","","","Databázový výzkum: přínosy a další směry rozvoje","","","","","","","","","Mezinárodní konference o databázových technologiích /2./. Praha (CZ), 22.05.1997-23.05.1997","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1997","1920","","","","","http://hdl.handle.net/11104/0123414","","","","","","","","","","","",""
"0403043","C","Krajíček, Jan - Pudlák, Pavel","Krajíček, Jan - Pudlák, Pavel","2","2","2","","Krajíček, Jan; Pudlák, Pavel. Some Consequences of Cryptographical Conjectures for S12 and EF. In Leivant, D. (ed.). Logical and Computational Complexity. Proceedings New York: Springer Verlag, 1995, s. 210-220. Lecture Notes in Computer Science, 960. ISBN 3-540-60178-3. [International Workshop LCC'94, Indianapolis, 13.10.1994-16.10.1994, US].","In Leivant, D. (ed.). Logical and Computational Complexity. Proceedings. New York: Springer Verlag, 1995, s. 210-220. Lecture Notes in Computer Science, 960","","3-540-60178-3","US","eng","","","","","","Some Consequences of Cryptographical Conjectures for S12 and EF","","","","","","","","","International Workshop LCC'94. Indianapolis (US), 13.10.1994-16.10.1994","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","","1995","","","10.1007/3-540-60178-3_86","","","http://hdl.handle.net/11104/0123406","","","","","","","","","","","",""
