Sysno,ZpZveřejnění,AutořiVšichni,AutořiAV,AutořiVšichniPočet,AutořiRIV,AutořiAVPočet,AutořiKorespondující,BiblCit,BiblCitZdrD,ISBN_ISSN,ISBN_ISSN_ZdrDok,ZeměZveřejnění,Jazyk,PočStran,ImpFaktor,ProjektyCEP,ProjektyOst,VýzZáměr,OrigNázev,PřekladNázvu,KlíčSlova,AnotaceOrig,AnotaceEng,AnotaceCz,KódOborRIV,Pozn,PoznProZprac,Konference,VlastníkZáznamu,VlastníkZáznamuCZ,VlastníkZáznamuANJ,OdevzdáníDoRIV,RokVydání,RokSběru,PočetCitací,DOI,UT WOS,UT SCOPUS,HANDLE,RVO,PlnýText,Int.kód,TechnickéParametry,EkonomickéParametry,NázevVlastníka,ČísloPředpisu,ČísloPatentovéhoSpisu,VlastníkPatentu,DatumUděleníPatentu,KódVydavatelePatentu,Poddruh
"0310589","M","Hájek, Petr - Marek, V.W. - Vopěnka, P.","Hájek, Petr","3","3","1","","Hájek, Petr; Marek, V.W.; Vopěnka, P. Mostowski and Czech-Polish Cooperation in Mathematical Logic. In Ehrenfeucht, A.; Marek, V.W.; Srebrny, M. (ed.). Andrzej Mostowski and Foundational Studies Amsterdam: IOS Press, 2008, s. 403-405. ISBN 978-1-58603-782-6.","In Ehrenfeucht, A.; Marek, V.W.; Srebrny, M. (ed.). Andrzej Mostowski and Foundational Studies. Amsterdam: IOS Press, 2008, s. 403-405","","978-1-58603-782-6","NL","eng","3","","","","CEZ:AV0Z10300504","Mostowski and Czech-Polish Cooperation in Mathematical Logic","Mostowski a česko-polská spolupráce v matematické logice","mathematical logic - Vopěnka - Mostowski","Cooperation of Czech school of mathematical logic headed by Petr Vopěnka with the famous Polish school headed by the late Professor Andrzej Mostowski is surveyed.","","Je podán přehled spolupráce české školy matematické logiky vedené Petrem Vopěnkou se slavnou polskou školou vedenou zesnulým profesorem Andrzejem Mostowskim.","BA","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","1","","wos:000271714600026","2-s2.0-84881764323","http://hdl.handle.net/11104/0162408","","","","","","","","","","","",""
"0310571","J","Hájek, Petr","Hájek, Petr","1","1","1","","Hájek, Petr. Ontological Proofs of Existence and Non-Existence. Studia Logica 2008, roč. 90, č. 2, s. 257-262. ISSN 0039-3215.","Studia Logica. 2008, roč. 90, č. 2, s. 257-262","","0039-3215","NL","eng","6","","IAA100300503:GA AV ČR","","CEZ:AV0Z10300504","Ontological Proofs of Existence and Non-Existence","Ontologický důkaz existence a neexistence","ontological proofs - existence - non-existence - Gödel - Caramuel","Caramuels’ proof of non-existence of God is compared with Gödel’s proof.","","Caramuelův důkaz neexistence boha je srovnán s Gödelovým důkazem jeho existence.","BA","","cena09","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","10.1007/s11225-008-9151-4","","2-s2.0-56549126867","http://hdl.handle.net/11104/0162397","","","","","","","","","","","",""
"0310570","J","Hájek, Petr","Hájek, Petr","1","1","1","","Hájek, Petr. On Vagueness, Truth Values and Fuzzy Logics. Studia Logica 2009, roč. 91, č. 3, s. 367-382. ISSN 0039-3215.","Studia Logica. 2009, roč. 91, č. 3, s. 367-382","","0039-3215","NL","eng","16","","IAA100300503:GA AV ČR","","CEZ:AV0Z10300504","On Vagueness, Truth Values and Fuzzy Logics","O vágnosti, pravdivostních hodnotách a fuzzy logikách","vagueness - truth values - fuzzy logics","Some aspects of vagueness as presented in Shapiro's book Vagueness in Context are analyzed  from the point of fuzzy logic. Presented are some generalizations of Shapiro's formal apparatus.","","Z hlediska fuzzy logiky jsou analyzovány některé aspekty vágnosti vykládané v Shapirove knize Vagueness in context. Jsou vyložena jistá zobecnění Shapirovova formálního aparátu.","BA","","cena09","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2009","2009","2","10.1007/s11225-009-9179-0","","2-s2.0-64749106511","http://hdl.handle.net/11104/0162396","","","","","","","","","","","",""
"0310569","J","Cintula, Petr - Hájek, Petr","Cintula, Petr - Hájek, Petr","2","2","2","","Cintula, Petr; Hájek, Petr. Complexity Issues in Axiomatic Extensions of Lukasiewicz Logic. Journal of Logic and Computation 2009, roč. 19, č. 2, s. 245-260. ISSN 0955-792X.","Journal of Logic and Computation. 2009, roč. 19, č. 2, s. 245-260","","0955-792X","GB","eng","16","0.789","1M0545:GA MŠk - IAA100300503:GA AV ČR","","CEZ:AV0Z10300504","Complexity Issues in Axiomatic Extensions of Lukasiewicz Logic","Problémy složitosti v axiomatických rozšířeních Lukasiewiczovy logiky","Lukasiewicz logic - computational complexity - Komori algebras - MV-algebras","In this article, the computational complexity of all axiomatic extensions of Lukasiewicz propositional logic L and the arithmetical complexity of both the general and standard semantics of their corresponding predicate logics is determined.","","V tomto článku určíme jak výpočtovou složitost všech axiomatických rozšíření výrokové Lukasiewiczovy logiky tak i aritmetickou složitost obecné a standardní semantiky příslušných predikátových logik.","BA","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2009","2009","3","10.1093/logcom/exn052","wos:000264656300001","2-s2.0-65249113849","http://hdl.handle.net/11104/0162395","","1","","","","","","","","","",""
"0310567","J","Hájek, Petr - Holeňa, Martin - Rauch, J.","Hájek, Petr - Holeňa, Martin","3","3","2","","Hájek, Petr; Holeňa, Martin; Rauch, J. The GUHA Method and its Meaning for Data Mining. Journal of Computer and System Sciences 2010, roč. 76, č. 1, s. 34-48. ISSN 0022-0000.","Journal of Computer and System Sciences. 2010, roč. 76, č. 1, s. 34-48","","0022-0000","US","eng","15","1.631","IAA100300503:GA AV ČR - GA201/08/0802:GA ČR","","CEZ:AV0Z10300504","The GUHA Method and its Meaning for Data Mining","Metoda GUHA a její význam pro těžení z dat","GUHA method - data mining - LISp-Miner - fuzzy hypotheses","The paper presents the history and present state of GUHA method, its theoretical foundations and its relation and meaning for data mining.","","Článek vykládá historii a současný stav metody GUHA, její teoretické základy a její význam pro těžení z dat.","IN","","cena09","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2010","2010","6","10.1016/j.jcss.2009.05.004","wos:000272416800004","2-s2.0-71749108989","http://hdl.handle.net/11104/0162393","","0","","","","","","","","","",""
"0310564","J","Reissigová, Jindra - Zvárová, Jana","Reissigová, Jindra - Zvárová, Jana","2","2","2","","Reissigová, Jindra; Zvárová, Jana. Odhady absolutního kardiovaskulárního rizika v České republice. Praktický lékař 2008, roč. 88, č. 5, s. 288-292. ISSN 0032-6739.","Praktický lékař. 2008, roč. 88, č. 5, s. 288-292","","0032-6739","CZ","cze","5","","","","CEZ:AV0Z10300504","Odhady absolutního kardiovaskulárního rizika v České republice","Estimates of Absolute Cardiovascular Risk in the Czech Republic","framinghamská studie - SCORE studie - odhad kardiovaskulárního rizika - validační studie","Cílem bylo vyhodnotit přesnost odhadů absolutního desetiletého kardiovaskulárního rizika u mužů z České republiky, a to  a) rizika ischemické choroby srdeční (ICHS) odhadovaného dle framinghamské rizikové funkce (1998) a b) rizika fatálního kardiovaskulárního onemocnění odhadovaného dle SCORE nomogramu (2005). Platnost odhadů byla  ověřována v rámci longitudinální primární studie rizikových faktorů aterosklerózy (STULONG).  Kalibrační přesnost odhadů se vyhodnotila Hosmerovým-Lemeshowým testem, diskriminační přesnost  ROC křivkou. Framinghamská riziková funkce (1998) významně (p=0,013) podhodnocovala riziko ischemické choroby srdeční mužů (n=646). SCORE nomogram (2005) odhadoval fatální kardiovaskulární riziko mužů (n=1025) lépe vyjma osob  vysoce rizikových. Celkově však nebyl mezi pozorovaným a odhadnutým SCORE rizikem významný rozdíl (p=0,068). Diskriminační přesnost framinghamské rizikové funkce byla  63.8 % a  SCORE nomogramu (2005) 75,0 %.","The aim was to validate estimates of absolute ten-year cardiovascular risk in men from the Czech Republic: a) the risk of coronary heart diseases (CHD) estimated by the Framingham risk function (1998), and b) the risk of fatal cardiovascular disease estimated by the SCORE nomogram (2005). The estimates were validated within the longitudinal primary prevention study of atherosclerotic risk factors (STULONG). Calibration and discrimination accuracies of the estimates were evaluated by the Hosmer-Lemeshow test and ROC curve, respectively. The Framingham risk function (1998) significantly (p=0.013) underestimated the risk CHD of men (n=646). The SCORE nomogram (2005) estimated the risk of fatal cardiovascular risk of men (n=1025) better excluding men at high-risk. Totally, no significant difference between the observed and estimated SCORE risk was found (p=0.068). Discrimination accuracy of the Framingham risk function was 63.8 % and the SCORE nomogram (2005) 75.0 %.","","BB","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","","2-s2.0-46949104426","http://hdl.handle.net/11104/0162390","","","","","","","","","","","",""
"0310563","J","Liesen, J. - Strakoš, Zdeněk","Strakoš, Zdeněk","2","2","1","","Liesen, J.; Strakoš, Zdeněk. On Optimal Short Recurrences for Generating Orthogonal Krylov Subspace Bases. Dedicated to Gene Golub. SIAM Review 2008, roč. 50, č. 3, s. 485-503. ISSN 0036-1445.","SIAM Review. 2008, roč. 50, č. 3, s. 485-503","","0036-1445","US","eng","19","2.739","1ET400300415:GA AV ČR - IAA100300802:GA AV ČR","","CEZ:AV0Z10300504","On Optimal Short Recurrences for Generating Orthogonal Krylov Subspace Bases. Dedicated to Gene Golub","O optimálně krátkých rekurencích pro generování ortogonálních bazí Krylovových podprostorů. Věnováno Gene Golubovi","Krylov subspace methods - orthogonal bases - short reccurences - conjugate gradient-like methods","We analyze necessary and sufficient conditions for the existence of optimal Krylov subspace solvers for linear algebraic systems, where optimal means the smallest possible error in the norm induced by the given inner product. The conditions deal with were first derived and characterized more than 20 years ago by Faber and Manteuffel. Their main theorem is often quoted and appears to be widely known. Its details and underlying concepts, however, are quite intricate, with some subtleties not covered in the literature we are aware of. Our paper aims to present and clarify the existing important results in the context of the Faber–Manteuffel theorem. Furthermore, we review attempts to find an easier proof of the theorem and explain what remains to be done in order to complete that task.","","Článek analyzuje nutné a postačující podmínky pro existenci optimálních Krylovovských řešičů pro soustavy lineárních algebraických rovnic, kde optimalita znamená nejmenší možnou chybu v normě indukované daným skalárním součinem. Podmínky, kterými se zabýváme, byly poprvé odvozeny a charakterizovány před více než 20 lety Faberem a Manteuffelem. Jejich hlavní věta je často citována a je velmi široce známa. Její detaily a podstata jsou však poněkud spletité, s některými jemnostmi nepopsanými v existující nám známé literatuře. Článek vysvětluje a vyjasňuje existující důležité výsledky týkající se Faber-Manteuffelovy věty. Dále přehledně popisuje pokusy o nalezení snadnějšího důkazu věty a vysvětluje, co zbývá udělat, aby bylo daného cíle dosaženo.","IN","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","4","10.1137/060662149","wos:000258400500005","2-s2.0-50949090155","http://hdl.handle.net/11104/0162389","","","","","","","","","","","",""
"0310560","J","Kramosil, Ivan","Kramosil, Ivan","1","1","1","","Kramosil, Ivan. Partial Convergence and Continuity of Lattice-Valued Possibilistic Measures. Computing and Informatics 2008, roč. 27, č. 3, s. 297-313. ISSN 1335-9150.\\nhttp://www.cai.sk/ojs/index.php/cai/article/view/251","Computing and Informatics. 2008, roč. 27, č. 3, s. 297-313","","1335-9150","SK","eng","17","0.492","IAA100300503:GA AV ČR","","CEZ:AV0Z10300504","Partial Convergence and Continuity of Lattice-Valued Possibilistic Measures","Parciální konvergence a spojitost posibilistických měr s hodnotami ve svazu","partially ordered set - (complete) lattice - set function - lattice-valued possibilistic (possibility) measure - convergence and continuity from below (lower convergence and continuity) - convergence and continuity from above (upper convergence and continuity)","The formerly introduced notion of continuity from above (upper continuity) for lattice-valued possibilistic measures has been proved to be a rather strong condition when imposed as demand on such a measure. Hence, our aim will be to introduce some versions of this upper continuity weakened in the sense that the conditions imposed to the whole definition domain of the possibilistic measure in question will be restricted just to certain subdomains. The resulting notion of partial upper convergence and continuity of lattice-valued possibilistic measures will be analyzed in more detail and some results will be introduced and proved.","","Dříve zavedený pojem spojitosti shora pro posibilistické míry s hodnotami ve svazu (lattice) se ukazuje jako příliš silný a omezující, pokud je na takové míry vložen jako podmínka. Proto jsou navrženy a vzájemně porovnávány některé alternativní slabší definice spojitosti shora pro zmíněné posibilistické míry a jsou uvedeny a dokázány výsledky popisující vlastnosti jednotlivých slabších variant.","BA","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","wos:000257411500001","2-s2.0-47249145144","http://hdl.handle.net/11104/0162386","","1","","","","","","","","","",""
"0310558","J","Hájek, Petr - Montagna, F.","Hájek, Petr","2","2","1","","Hájek, Petr; Montagna, F. A Note on the First-Order Logic of Complete BL-Chains. Mathematical Logic Quarterly 2008, roč. 54, č. 4, s. 435-446. ISSN 0942-5616.","Mathematical Logic Quarterly. 2008, roč. 54, č. 4, s. 435-446","","0942-5616","DE","eng","12","0.459","IAA100300503:GA AV ČR","","CEZ:AV0Z10300504","A Note on the First-Order Logic of Complete BL-Chains","Poznámka o prvořádové logice úplných BL-algeber","first-order fuzzy logics - standard semantics - complete BL-chains","We show that a complete BL-chain satisfies all standard BL-tautologies iff it satisfies a certain transfinite condition (infinite infimum commutes with squaring).","","Ukazujeme, že úplný Bl-řetězec splňuje všechny standardní tautologie, právě když splňuje jistou transfinitní podmínku (nekonečné infimum komutuje s druhou mocninou).","BA","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","1","10.1002/malq.200710058","wos:000258455600008","2-s2.0-55449110643","http://hdl.handle.net/11104/0162384","","","","","","","","","","","",""
"0310097","B","Novák, Mirko - Bouchner, P. - Faber, J. - Votruba, Z. - Novotný, S. - Pěkný, J. - Tichý, T. - Kozumplík, M.","Novák, Mirko","8","8","1","","Novák, Mirko; Bouchner, P.; Faber, J.; Votruba, Z.; Novotný, S.; Pěkný, J.; Tichý, T.; Kozumplík, M. Senioři za volantem Praha: Ústav informatiky AV ČR a Fakulta dopravní ČVUT, 2008. 139 s. ISBN 978-80-87136-02-7.\\nhttp://aleph.lib.cas.cz/F/?func=direct&doc_number=000590417&local_base=AV","","978-80-87136-02-7","","CZ","cze","139","","ME 949:GA MŠk","GA102/07/1191:GA ČR:CZ","CEZ:AV0Z10300504","Senioři za volantem","Seniors behind the Wheel","interakce člověk vozidlo - spolehlivost - vozové asistenční systémy","Poklesy pozornosti řidičů motorových vozidel působí obecně velmi vysoké ztráty ekonomické i zdravotní. Podle údajů EU je to každoročně na silnicích států EU asi 100 miliard Euro a 20000 mrtvých. V ČR lze hovořit asi o 40 miliardách Kč a 450-500 mrtvých ročně. Tyto poklesy pozornosti jsou ovlivněny radou faktorů. Jedním z nich je věk řidiče. V knize je diskutována otázka uplatnění věku řidiče na spolehlivost a bezpečnost jeho interakce s vozidlem a nároky, které věk řidiče klade na jeho řidičské schopnosti, vybavení vozidla a možnosti a metody tréninku.","Decreases of driver attention can be in general very high loses in finance and health. According to EU statistics on EU roads it is about 100 billion Euro and 2000 killed people per year. As concerns the Czech Republic on can speak on 40 billion CK and 450-500 killed yearly. These decreases of attention are caused by several factors. One of them is driver age. In the book the influence of driver age on the reliability and safety of his/her interaction with car is discussed and the requirements analysed, which driver age lays on driver ability, car furnishing and training possibilities and methods.","","AQ","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","","","http://hdl.handle.net/11104/0162056","","","","","","","","","","","",""
"0310091","M","Paluš, Milan - Novotná, Dagmar","Paluš, Milan - Novotná, Dagmar","2","2","2","","Paluš, Milan; Novotná, Dagmar. Detecting Oscillations Hidden in Noise: Common Cycles in Atmospheric, Geomagnetic and Solar Data. In Donner, R.; Barbosa, S.M. (ed.). Nonlinear Time Series Analysis in the Geosciences: Applications in Climatology, Geodynamics and Solar-terrestrial Physics Berlin: Springer, 2008, s. 327-354. Lecture Notes in Earth Sciences, 112. ISBN 978-3-540-78937-6.","In Donner, R.; Barbosa, S.M. (ed.). Nonlinear Time Series Analysis in the Geosciences: Applications in Climatology, Geodynamics and Solar-terrestrial Physics. Berlin: Springer, 2008, s. 327-354. Lecture Notes in Earth Sciences, 112","","978-3-540-78937-6","DE","eng","28","","IAA3042401:GA AV ČR - IAA300420805:GA AV ČR","","CEZ:AV0Z10300504 - CEZ:AV0Z30420517","Detecting Oscillations  Hidden in Noise: Common Cycles in Atmospheric, Geomagnetic and  Solar Data","Detekce oscilací skrytých v šumu: Stejné cykly v atmosférických, geomagnetických a solárních datech","signal detection - statistical testing - Monte Carlo SSA - sunspots - geomagnetic activity - NAO - air temperature - solar-terrestrial relations","In this chapter we present a nonlinear enhancement of a linear method, the singular system analysis (SSA), which can identify potentially predictable or relatively regular processes, such as cycles and oscillations, in a background of colored noise. The first step in the distinction of a signal from noise is a linear transformation of data provided by the SSA. In the second step, dynamics of the SSA modes is quantified in a general, nonlinear way, so that dynamical modes are identified which are more regular, or better predictable than linearly filtered noise. A number of oscillatory modes are identified in data reflecting solar and geomagnetic activity and climate variability, some of them sharing common periods.","","Tato kapitola uvádí nelineární rozšíření lineární metody singulárních systému (SSA), které umožňuje detekci potenciálně předpověditelných a relativně regulárních procesu na pozadí barevného sumu. Příkladem detekovaných procesu jsou cykly nebo oscilace, odhalené v záznamech sluneční a geomagnetické aktivity a v datech charakterizujících variabilitu klimatu. Některé z oscilaci detekovaných ve slunečních, geomagnetických a klimatických datech se vyznačují stejným rozsahem frekvencí.","DE","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","6","10.1007/978-3-540-78938-3_15","","2-s2.0-49049101315","http://hdl.handle.net/11104/0162053","","1","","","","","","","","","",""
"0309098","J","Neruda, Roman - Beuster, G.","Neruda, Roman","2","2","1","","Neruda, Roman; Beuster, G. Toward Dynamic Generation of Computational Agents by Means of Logical Descriptions. International Transactions on Systems Science and Applications 2008, roč. 4, č. 2, s. 139-144. ISSN 1751-1461.","International Transactions on Systems Science and Applications. 2008, roč. 4, č. 2, s. 139-144","","1751-1461","GB","eng","6","","1ET100300419:GA AV ČR","","CEZ:AV0Z10300504","Toward Dynamic Generation of Computational Agents by Means of Logical Descriptions","Dynamické generování výpočetních agentů pomocí logických popisů","multi-agent systems - formal description - computational intelligence","A formalism for the logical description of computational agents and multi-agent systems is given. It is explained how it such a formal description can be used to configure and reason about multi-agent systems realizing computational intelligence models. A usage within a real software system Bang 3 is demonstrated. A way to extend the system toward dynamic environments with migrating agents is discussed.","","Předkládáme formalismus logických popisů výpočetních agentů a multiagentních systémů. Vysvětlujeme, jak lze tento formalismus použít pro konfiguraci a zdůvodňování v rámci systémů realizujících modely výpočetní inteligence. Ukazujeme využití v rámci reálného softwarového systému a možnost rozšíření systému do dynamických prostředí s migrujícími agenty.","IN","","cena08","","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","","","","","http://hdl.handle.net/11104/0161332","","","","","","","","","","","",""
"0309086","C","Nagy, Miroslav - Hanzlíček, Petr - Zvárová, Jana - Dostálová, T. - Seydlová, M. - Hippmann, R. - Smidl, L. - Trmal, J. - Psutka, J.","Nagy, Miroslav - Hanzlíček, Petr - Zvárová, Jana","9","9","3","","Nagy, Miroslav; Hanzlíček, Petr; Zvárová, Jana; Dostálová, T.; Seydlová, M.; Hippmann, R.; Smidl, L.; Trmal, J.; Psutka, J. Voice-controlled Data Entry in Dental Electronic Health Record. In Andersen, S.K.; Klein, G.O.; Schulz, S.; Aarts, J.; Mazzoleni, M.C. (ed.). eHealth Beyond the Horizon - Get it There Amsterdam: IOS Press, 2008, s. 529-534. Studies in Health Technology and Informatics, 136. ISBN 978-1-58603-864-9. [MIE 2008. International Congress of the European Federation for Medical Informatics /21./, Göteborg, 25.05.2008-28.05.2008, SE].","In Andersen, S.K.; Klein, G.O.; Schulz, S.; Aarts, J.; Mazzoleni, M.C. (ed.). eHealth Beyond the Horizon - Get it There. Amsterdam: IOS Press, 2008, s. 529-534. Studies in Health Technology and Informatics, 136","","978-1-58603-864-9","NL","eng","6","","1ET200300413:GA AV ČR","","CEZ:AV0Z10300504","Voice-controlled Data Entry in Dental Electronic Health Record","Hlasem ovládané zadávání dat do stomatologického elektronického zdravotního záznamu","automatic speech recognition - electronic health record - dental medicine","The EuroMISE Center focuses on new approaches in the field of electronic health record (EHR). The structured health documentation in dentistry in the form of an EHR is being systematically studied. This paper describes the evolution of the EHR developed in the EuroMISE Center named MUDRLite and its graphical component for dentists called DentCross. The summary of features of the DentCross component is followed by a brief description of automatic speech recognition and an ASR module. The problems with data insertion into EHR during examination of a dental patient lead to further research in the area of the automatic speech recognition in medical practice. DentVoice is a successful application of the ASR module and the DentCross component of the MUDRLite EHR. Voice-controlled data entry makes hand-busy activities in dental practice more comfortable, which results in a better quality of the data stored in dental EHR, better decision making and use of decision support systems.","","EuroMISE centrum se zaměřuje na nové přístupy v oblasti elektronických zdravotních záznamů (EZZ). Významnou aplikační oblastí je oblast stomatologie, ve které byl implementován EZZ MUDRLite, vyvinutý v rámci EuroMISE centra včetně jeho specializované grafické komponenty pro stomatology – zubního kříže. Souhrn vlastností komponenty zubního kříže pokračuje stručným popisem techniky automatického rozpoznávání řeči (ARR) a vlastního modulu ARR. Problémy se zadáváním dat do EZZ během vyšetření stomatologického pacienta vedly k dalšímu výzkumu v oblasti uživatelského rozhraní systému a využití ARR v medicínské praxi. Výsledkem je DentVoice, jako úspěšná aplikace ARR modulu a komponenty zubního kříže EZZ MUDRLite. Hlasem ovládané zadávání dat zjednodušuje řadu aktivit ve stomatologické praxi, při kterých lékař nemá volné ruce. Výsledkem je zlepšení kvality dat uložených ve stomatologickém EZZ a efektivnější možnost využití systémů pro podporu rozhodování lékaře.","IN","UTISI","","MIE 2008. International Congress of the European Federation for Medical Informatics /21./. Göteborg (SE), 25.05.2008-28.05.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","1","","wos:000274308700087","","http://hdl.handle.net/11104/0161324","","","","","","","","","","","",""
"0309080","C","Buchtela, David - Peleška, Jan - Veselý, Arnošt - Zvárová, Jana - Zvolský, Miroslav","Buchtela, David - Peleška, Jan - Veselý, Arnošt - Zvárová, Jana - Zvolský, Miroslav","5","5","5","","Buchtela, David; Peleška, Jan; Veselý, Arnošt; Zvárová, Jana; Zvolský, Miroslav. Formalization of Clinical Practice Guidelines. In Andersen, S.K.; Klein, G.O.; Schulz, S.; Aarts, J.; Mazzoleni, M.C. (ed.). eHealth Beyond the Horizon - Get it There Amsterdam: IOS Press, 2008, s. 151-156. Studies in Health Technology and Informatics, 136. ISBN 978-1-58603-864-9. [MIE 2008. International Congress of the European Federation for Medical Informatics /21./, Göteborg, 25.05.2008-28.05.2008, SE].","In Andersen, S.K.; Klein, G.O.; Schulz, S.; Aarts, J.; Mazzoleni, M.C. (ed.). eHealth Beyond the Horizon - Get it There. Amsterdam: IOS Press, 2008, s. 151-156. Studies in Health Technology and Informatics, 136","","978-1-58603-864-9","NL","eng","6","","1M06014:GA MŠk","","CEZ:AV0Z10300504","Formalization of Clinical Practice Guidelines","Formalizace klinických praktických doporučení","formalization of medical knowledge - clinical practice guidelines - GLIF model","Clinical practice guidelines are textual recommendations based on the consensus of medical experts for solving diagnostic and therapeutic problems. For more advanced use in real medical applications it is necessary to find out a matematical models of physicians´ decision-making processes. The acquisition of a formal model from text-based guidelines is a crucial point for development of  decision support systems. We introduce  systems for formalization of medical knowledge included in  clinical practice guidelines where formalization of knowledge is based on the  GLIF model.","","Klinická praktická doporučení jsou textové dokumenty založené na konsensu expertních skupin určené k řešení diagnostických a terapeutických problémů. Pro lepší využití doporučení v reálných medicínských aplikacích je nezbytný formální model rozhodovacího procesu lékaře. Získání formálního modelu z textových doporučení je nezbytný krok pro další vývoj systémů pro podporu rozhodování. Cílem příspěvku je představení systémů pro formalizaci medicínských znalostí včetně praktických doporučení, kde formalizace znalostí je založena na GLIF modelu.","IN","UTISI","","MIE 2008. International Congress of the European Federation for Medical Informatics /21./. Göteborg (SE), 25.05.2008-28.05.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","4","","wos:000274308700025","","http://hdl.handle.net/11104/0161321","","","","","","","","","","","",""
"0308988","C","Wiedermann, Jiří - van Leeuwen, J.","Wiedermann, Jiří","2","2","1","","Wiedermann, Jiří; van Leeuwen, J. How We Think of Computing Today. In Beckmann, A.; Dimitracopoulos, C.; Löwe, B. (ed.). Logic and Theory of Algorithms Berlin: Springer, 2008, s. 579-593. Lecture Notes in Computer Sciences, 5028. ISBN 978-3-540-69405-2. [CiE 2008. Conference on Computability in Europe /4./, Athens, 15.06.2008-20.06.2008, GR].","In Beckmann, A.; Dimitracopoulos, C.; Löwe, B. (ed.). Logic and Theory of Algorithms. Berlin: Springer, 2008, s. 579-593. Lecture Notes in Computer Sciences, 5028","","978-3-540-69405-2","DE","eng","15","","1ET100300419:GA AV ČR - 1ET100300517:GA AV ČR","","CEZ:AV0Z10300504","How We Think of Computing Today","Jak v současné době chápeme výpočty","Turing machines - evolving automata - interactive computation - non-uniform complexity","We propose two computational models inspired from key mechanisms of current computing systems in both artificial and natural environments: evolving automata and interactive Turing machines with advice. The two models represent relevant adjustments in our apprehension of computing: the shift to potentially non-terminating interactive computations, the shift towards systems whose hardware and/or software can change over time, and the shift to computing systems that evolve in an unpredictable, non-uniform way.","","Navrhneme dva výpočetní modely inspirované klíčovými mechanismy současných výpočetních systémů z umělého i přirozeného prostředí: evoluční automaty a interaktivní Turingův stroj s nápovědou. Tyto modely zachycují odpovídající posun v našem současném chápání výpočtů: posun k potenciálně nikdy nekončícím interaktivním výpočtům, posun k systémům jejichž hardware nebo software se může v čase měnit, a posun k systémům, které se vyvíjejí nepredikovatelným, neuniformním způsobem.","IN","invited paper","","CiE 2008. Conference on Computability in Europe /4./. Athens (GR), 15.06.2008-20.06.2008","UIVT-O","Ústav informatiky AV ČR, v. v. i.","Institute of Computer Science of the ASCR, v. v. i.","1","2008","2009","5","10.1007/978-3-540-69407-6_61","wos:000256879500061","2-s2.0-45849103547","http://hdl.handle.net/11104/0161261","","","","","","","","","","","",""
